Engine Speed (High Res)(rpm),Throttle Position(%),Manifold Absolute Pressure(kpa),Spark Advance(deg),MAF Airflow(g/s),Left Block Learn Trim,Right Block Learn Trim,Left Integrator Counts,Right Integrator Counts,Left+Right Block Learn Trim,Left+Right Integrator,Left Oxygen Sensor Volts(mv),Right Oxygen Sensor Volts(mv),Closed Loop Enable,Power Enrichment Active,Block Learn Mode Enable,Idle Air Controller Position,Idle Target RPM(rpm),Intake Air Temperature(c),Coolant Temperature(c),Knock Retard(deg),Knock Counts,Vehicle Speed(mph),ECM Input Voltage(v),Fan 1 Enabled,Fan 2 Enabled,Charcoal Canister Purge Enable,Air Pump Enabled,Air Conditioning Enabled,Block Learn Mode Cell,Left Injector Pulsewidth,Right Injector Pulsewidth,Barometric Pressure(kpa),Transmission Selected Gear,Shift Position PARK/NEUTRAL,TCC Enable,EGR Duty Cycle(%)
1930,9.8,38.8,42,27.27,136,128,133,132,132,132,147,107,ON,OFF,ON,59,625,101.8,185.4,0,8336,61,12.2,ON,ON,ON,OFF,OFF,6,4.94,4.62,102,4,OFF,ON,0.0
1933,8.6,36.9,42,25.67,136,128,123,134,132,128,728,293,ON,OFF,ON,58,625,101.8,185.4,0,8336,61,12.2,ON,ON,ON,OFF,OFF,6,4.32,4.33,102,4,OFF,ON,0.0
1944,8.6,35.8,42,23.34,136,128,133,122,132,127,67,617,ON,OFF,ON,57,625,101.8,185.4,0,8336,60,12.3,ON,ON,ON,OFF,OFF,6,4.26,3.71,102,4,OFF,ON,0.0
1919,8.2,34.7,42,22.84,136,128,137,133,132,135,93,67,ON,OFF,ON,56,625,101.8,185.4,0,8336,60,12.2,ON,ON,ON,OFF,OFF,6,4.26,3.95,102,4,OFF,ON,0.0
1900,7.5,32.9,41,22.25,136,128,127,124,132,125,706,408,ON,OFF,ON,55,625,101.8,185.4,0,8336,60,12.3,ON,ON,ON,OFF,OFF,6,4.29,3.94,102,4,OFF,ON,0.0
1920,6.3,30.3,40,20.29,136,128,127,125,132,126,768,799,ON,OFF,ON,54,625,101.8,185.4,0,8336,60,12.2,ON,ON,ON,OFF,OFF,6,3.54,3.22,102,4,OFF,ON,0.0
1883,5.5,27.3,37,16.34,130,130,137,134,130,135,129,391,ON,OFF,ON,53,625,101.8,185.4,0,8336,60,12.3,ON,ON,ON,OFF,OFF,2,3.04,2.67,102,4,OFF,ON,0.0
1886,5.1,25.9,36,15.96,130,130,138,134,130,136,98,275,ON,OFF,ON,52,625,101.8,185.4,0,8336,60,12.3,ON,ON,ON,OFF,OFF,2,2.93,2.84,102,4,OFF,ON,0.0
1871,4.3,25.9,35,14.87,131,130,143,125,130,134,142,835,ON,OFF,ON,51,625,101.8,185.4,0,8336,60,12.3,ON,ON,ON,OFF,OFF,2,2.88,2.53,102,4,OFF,ON,0.0
1876,3.5,24.7,35,14.27,131,130,131,134,130,132,697,364,ON,OFF,ON,50,625,101.8,185.4,0,8336,59,12.3,ON,ON,ON,OFF,OFF,2,2.76,2.37,102,4,OFF,ON,0.0
1874,3.1,22.9,35,12.52,131,130,131,124,130,127,817,773,ON,OFF,ON,49,625,101.8,185.4,0,8336,59,12.3,ON,ON,ON,OFF,OFF,2,2.26,2.29,102,4,OFF,ON,0.0
1880,3.1,21.8,35,12.57,132,130,140,123,131,131,147,622,ON,OFF,ON,49,625,101.8,185.4,0,8336,59,12.3,ON,ON,ON,OFF,OFF,2,2.38,2.09,102,4,OFF,ON,0.0
1863,3.1,22.2,35,12.40,132,130,141,133,131,137,124,147,ON,OFF,ON,48,625,103.1,185.4,0,8336,59,12.3,ON,ON,ON,OFF,OFF,2,2.38,2.21,102,4,OFF,ON,0.0
1854,3.1,21.8,35,11.77,132,130,132,124,131,128,804,528,ON,OFF,ON,47,625,103.1,185.4,0,8336,59,12.3,ON,ON,ON,OFF,OFF,2,2.18,2.20,102,4,OFF,ON,0.0
1854,3.1,22.2,35,11.72,132,130,132,124,131,128,750,813,ON,OFF,ON,46,625,103.1,185.4,0,8336,58,12.3,ON,ON,ON,OFF,OFF,2,2.12,1.97,102,4,OFF,ON,0.0
1849,3.1,21.4,35,11.59,133,130,142,133,131,137,89,218,ON,OFF,ON,45,625,103.1,185.4,0,8336,58,12.3,ON,ON,ON,OFF,OFF,2,2.29,1.97,102,4,OFF,ON,0.0
1856,3.1,20.7,35,11.96,133,130,143,133,131,138,253,369,ON,OFF,ON,45,625,103.1,185.4,0,8336,58,12.3,ON,ON,ON,OFF,OFF,2,2.35,2.12,102,4,OFF,ON,0.0
1832,3.1,21.1,35,11.59,133,130,133,123,131,128,844,786,ON,OFF,ON,45,625,103.1,185.4,0,8336,58,12.3,ON,ON,ON,OFF,OFF,2,2.17,1.94,102,4,OFF,ON,0.0
1848,3.1,21.1,35,11.86,134,130,142,132,132,137,431,249,ON,OFF,ON,45,625,103.1,185.4,0,8336,58,12.3,ON,ON,ON,OFF,OFF,2,2.18,1.97,102,4,OFF,ON,0.0
1848,3.1,21.8,35,11.67,134,130,132,132,132,132,475,142,ON,OFF,ON,45,625,103.1,185.4,0,8336,57,12.3,ON,ON,ON,OFF,OFF,2,2.37,2.14,102,4,OFF,ON,0.0
1827,3.1,21.8,35,11.74,134,130,131,134,132,132,817,342,ON,OFF,ON,45,625,103.1,185.4,0,8336,57,12.3,ON,ON,ON,OFF,OFF,2,2.20,2.18,102,4,OFF,ON,0.0
1842,3.1,21.4,35,11.74,134,130,128,124,132,126,777,826,ON,OFF,ON,45,625,103.1,185.4,0,8336,57,12.3,ON,ON,ON,OFF,OFF,2,2.18,2.00,102,4,OFF,ON,0.0
1792,3.1,21.8,35,11.83,135,130,139,123,132,131,373,617,ON,OFF,ON,45,625,103.1,185.4,0,8336,57,12.3,ON,ON,ON,OFF,OFF,2,2.17,2.00,102,4,OFF,ON,0.0
1779,3.1,22.5,35,11.88,135,130,129,133,132,131,568,213,ON,OFF,ON,45,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.35,2.18,102,4,OFF,ON,0.0
1769,3.1,21.8,35,11.77,135,130,128,124,132,126,817,404,ON,OFF,ON,45,625,103.1,185.4,0,8336,57,12.3,ON,ON,ON,OFF,OFF,2,2.21,2.18,102,4,OFF,ON,0.0
1820,3.1,21.4,35,11.88,135,130,137,124,132,130,413,813,ON,OFF,ON,45,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.18,2.04,102,4,OFF,ON,0.0
1809,3.1,21.8,35,11.77,135,130,137,133,132,135,226,355,ON,OFF,ON,45,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.35,2.20,102,4,OFF,ON,0.0
1804,3.1,21.8,35,11.48,135,130,127,133,132,130,715,262,ON,OFF,ON,45,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.15,2.17,102,4,OFF,ON,0.0
1780,2.4,21.8,35,11.62,135,130,136,123,132,129,209,795,ON,OFF,ON,45,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.30,2.00,102,4,OFF,ON,0.0
1739,2.4,21.8,35,10.97,135,130,126,132,132,129,684,275,ON,OFF,ON,44,625,103.1,185.4,0,8336,56,12.3,ON,ON,ON,OFF,OFF,2,2.27,1.94,102,4,OFF,ON,0.0
1738,2.4,21.8,35,11.24,135,130,136,132,132,134,266,84,ON,OFF,ON,44,625,103.1,185.4,0,8336,55,12.3,ON,ON,ON,OFF,OFF,2,2.26,2.12,102,4,OFF,ON,0.0
1744,2.4,21.4,35,11.10,135,130,137,123,132,130,115,724,ON,OFF,ON,44,625,103.1,185.4,0,8336,55,12.3,ON,ON,ON,OFF,OFF,2,2.26,2.12,102,4,OFF,ON,0.0
1759,2.4,21.8,35,11.34,135,130,128,133,132,130,777,497,ON,OFF,ON,44,625,103.1,185.4,0,8336,55,12.3,ON,ON,ON,OFF,OFF,2,2.26,1.95,102,4,OFF,ON,0.0
1739,2.4,21.8,35,11.29,135,130,128,134,132,131,826,377,ON,OFF,ON,44,625,103.1,185.4,0,8336,55,12.3,ON,ON,ON,OFF,OFF,2,2.17,2.15,102,4,OFF,ON,0.0
1727,2.4,22.2,35,11.24,135,130,126,124,132,125,826,835,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.14,2.01,102,4,OFF,ON,0.0
1738,2.4,21.4,35,11.15,135,130,136,133,132,134,342,475,ON,OFF,ON,44,625,103.1,185.4,0,8336,55,12.3,ON,ON,ON,OFF,OFF,2,2.29,2.00,102,4,OFF,ON,0.0
1756,2.4,21.4,35,11.24,135,130,136,133,132,134,422,115,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.32,2.15,102,4,OFF,ON,0.0
1744,2.4,21.8,35,11.10,135,130,125,124,132,124,622,475,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.11,2.00,102,4,OFF,ON,0.0
1719,2.4,21.8,35,11.10,135,130,135,134,132,134,448,240,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.26,2.17,102,4,OFF,ON,0.0
1708,2.4,21.4,35,11.15,135,130,125,135,132,130,724,107,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.15,2.23,102,4,OFF,ON,0.0
1701,2.4,21.8,35,11.34,135,130,123,126,132,124,480,777,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.12,2.08,102,4,OFF,ON,0.0
1729,2.4,22.2,35,10.73,135,130,133,136,132,134,124,289,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.09,2.04,102,4,OFF,ON,0.0
1697,2.4,21.8,35,11.20,135,130,133,136,132,134,111,124,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.29,2.24,102,4,OFF,ON,0.0
1707,2.4,21.8,35,11.01,135,130,124,127,132,125,591,764,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.29,2.08,102,4,OFF,ON,0.0
1716,2.4,22.5,35,11.10,135,130,124,127,132,125,670,577,ON,OFF,ON,44,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.09,2.08,102,4,OFF,ON,0.0
1694,2.4,22.9,35,11.20,135,130,133,137,132,135,284,98,ON,OFF,ON,44,625,103.1,185.4,0,8336,54,12.3,ON,ON,ON,OFF,OFF,2,2.18,2.33,102,4,OFF,ON,0.0
1705,2.4,22.2,35,11.20,135,130,134,128,132,131,142,773,ON,OFF,ON,44,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.33,2.17,102,4,OFF,ON,0.0
1703,2.4,22.9,35,11.70,135,130,135,127,132,131,462,595,ON,OFF,ON,44,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.43,2.20,102,4,OFF,ON,0.0
1681,2.4,23.3,35,11.55,135,130,125,127,132,126,839,613,ON,OFF,ON,44,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.23,2.18,102,4,OFF,ON,0.0
1682,2.4,23.3,35,11.76,135,130,124,136,132,130,702,258,ON,OFF,ON,45,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.24,2.38,102,4,OFF,ON,0.0
1684,3.1,23.6,35,11.83,135,130,123,126,132,124,764,835,ON,OFF,ON,45,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.24,2.20,102,4,OFF,ON,0.0
1689,3.1,24.0,35,12.47,135,130,132,135,132,133,213,297,ON,OFF,ON,45,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.56,2.52,102,4,OFF,ON,0.0
1644,3.1,24.4,35,12.88,135,130,132,135,132,133,164,169,ON,OFF,ON,45,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.62,2.58,102,4,OFF,ON,0.0
1680,3.5,24.4,35,12.57,135,130,123,126,132,124,790,808,ON,OFF,ON,45,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.46,2.43,102,4,OFF,ON,0.0
1672,3.5,24.7,35,13.13,135,130,122,125,132,123,808,719,ON,OFF,ON,45,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.47,2.47,102,4,OFF,ON,0.0
1679,3.5,24.4,35,13.52,135,130,120,134,132,127,697,182,ON,OFF,ON,45,625,103.1,186.8,0,8336,53,12.4,ON,ON,ON,OFF,OFF,2,2.50,2.67,102,4,OFF,ON,0.0
1683,3.5,25.5,35,13.34,135,130,129,135,132,132,373,107,ON,OFF,ON,45,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.47,2.67,102,4,OFF,ON,0.0
1687,3.5,25.5,35,13.45,135,130,129,136,132,132,186,244,ON,OFF,ON,45,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.76,2.81,102,4,OFF,ON,0.0
1674,3.5,25.5,35,13.63,135,130,119,126,132,122,830,821,ON,OFF,ON,45,625,103.1,186.8,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.52,2.56,102,4,OFF,ON,0.0
1672,4.3,25.9,35,13.68,135,130,118,135,132,126,595,364,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.55,2.61,102,4,OFF,ON,0.0
1681,4.3,25.5,35,13.45,135,130,127,135,132,131,133,253,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.75,2.81,102,4,OFF,ON,0.0
1651,4.3,25.9,36,13.80,135,130,128,135,132,131,124,337,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.78,2.59,102,4,OFF,ON,0.0
1673,4.3,26.2,35,13.63,135,130,119,126,132,122,693,546,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.79,2.85,102,4,OFF,ON,0.0
1668,4.3,27.0,35,13.91,135,130,119,125,132,122,777,764,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.61,2.66,102,4,OFF,ON,0.0
1650,4.3,26.2,36,13.73,135,130,128,134,132,131,275,382,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.81,2.62,102,4,OFF,ON,0.0
1671,4.3,25.9,35,13.86,135,130,118,134,132,126,515,160,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.78,2.79,102,4,OFF,ON,0.0
1636,4.3,25.9,36,13.63,135,130,117,124,132,120,608,835,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.58,2.58,102,4,OFF,ON,0.0
1649,4.3,25.5,35,14.02,135,130,127,133,132,130,62,249,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.76,2.81,102,4,OFF,ON,0.0
1662,4.3,25.9,36,13.96,135,130,128,133,132,130,115,346,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.81,2.76,102,4,OFF,ON,0.0
1661,4.3,25.9,35,13.79,135,130,119,124,132,121,719,768,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.59,2.61,102,4,OFF,ON,0.0
1683,4.3,26.6,36,14.13,135,130,119,133,132,126,764,329,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.62,2.61,102,4,OFF,ON,0.0
1650,4.3,26.2,36,14.13,135,130,128,133,132,130,240,186,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.82,2.82,102,4,OFF,ON,0.0
1656,4.3,25.5,35,13.79,135,130,129,124,132,126,98,808,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.76,2.58,102,4,OFF,ON,0.0
1686,4.3,26.2,36,13.68,135,130,120,134,132,127,679,133,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.87,2.82,102,4,OFF,ON,0.0
1649,4.3,26.2,35,14.07,135,130,120,125,132,122,830,715,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.56,2.82,102,4,OFF,ON,0.0
1682,4.3,27.0,36,14.25,135,130,118,125,132,121,582,755,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.61,2.59,102,4,OFF,ON,0.0
1688,4.3,26.2,35,13.79,135,130,128,134,132,131,147,186,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.78,2.81,102,4,OFF,ON,0.0
1657,4.3,27.0,35,13.96,135,130,129,135,132,132,195,133,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.79,2.84,102,4,OFF,ON,0.0
1643,4.3,25.9,36,13.96,135,130,120,125,132,122,817,830,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.88,2.64,102,4,OFF,ON,0.0
1687,4.3,25.9,35,14.02,135,130,119,124,132,121,817,662,ON,OFF,ON,46,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.62,2.61,102,4,OFF,ON,0.0
1676,4.3,26.2,36,14.25,135,130,118,134,132,126,666,84,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.62,2.85,102,4,OFF,ON,0.0
1643,4.3,26.2,36,13.84,135,130,128,125,132,126,173,764,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.79,2.85,102,4,OFF,ON,0.0
1678,4.3,26.2,35,14.02,135,130,118,125,132,121,662,773,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.81,2.58,102,4,OFF,ON,0.0
1656,4.3,26.2,36,14.02,135,130,117,134,132,125,666,58,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.59,2.82,102,4,OFF,ON,0.0
1655,4.3,26.6,36,13.90,134,130,127,125,132,126,80,675,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.75,2.82,102,4,OFF,ON,0.0
1664,4.3,26.2,35,14.02,134,130,128,125,132,126,178,790,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.79,2.62,102,4,OFF,ON,0.0
1636,4.3,26.2,36,13.96,134,130,119,134,132,126,733,289,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.58,2.61,102,4,OFF,ON,0.0
1661,4.3,26.2,36,14.19,134,130,118,124,132,121,573,697,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.58,2.81,102,4,OFF,ON,0.0
1652,4.3,27.7,36,14.19,134,130,128,123,132,125,138,750,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.88,2.69,102,4,OFF,ON,0.0
1661,4.3,26.6,36,14.66,134,130,129,133,132,131,111,138,ON,OFF,ON,46,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.90,2.88,102,4,OFF,ON,0.0
1677,4.3,26.2,36,14.30,134,130,120,124,132,122,759,555,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.69,2.91,102,4,OFF,ON,0.0
1653,4.3,27.0,36,14.88,134,130,120,124,132,122,693,795,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.72,2.72,102,4,OFF,ON,0.0
1661,4.3,26.6,36,14.25,134,130,129,122,132,125,337,741,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.90,2.64,102,4,OFF,ON,0.0
1667,4.3,27.0,36,14.78,134,130,118,132,132,125,528,111,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.67,2.90,102,4,OFF,ON,0.0
1667,4.3,26.2,36,14.30,134,130,128,133,132,130,111,160,ON,OFF,ON,46,625,103.1,186.8,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.88,2.87,102,4,OFF,ON,0.0
1682,4.3,27.3,36,14.49,134,130,129,123,132,126,124,741,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.96,2.72,102,4,OFF,ON,0.0
1677,4.3,26.6,36,14.78,134,130,120,133,132,126,830,297,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.70,2.69,102,4,OFF,ON,0.0
1662,4.3,27.3,36,14.19,134,130,119,134,132,126,821,213,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.66,2.88,102,4,OFF,ON,0.0
1681,4.3,26.6,36,14.13,134,130,128,124,132,126,191,702,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.66,2.94,102,4,OFF,ON,0.0
1693,4.3,26.6,36,14.60,134,130,128,123,132,125,155,746,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.85,2.67,102,4,OFF,ON,0.0
1647,4.3,26.6,36,14.55,134,130,119,133,132,126,826,93,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.69,2.90,102,4,OFF,ON,0.0
1658,4.3,26.6,36,14.02,134,130,118,124,132,121,586,564,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.61,2.90,102,4,OFF,ON,0.0
1695,4.3,26.6,36,14.55,134,130,128,124,132,126,200,786,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.90,2.69,102,4,OFF,ON,0.0
1644,4.3,27.0,36,14.42,134,130,119,133,132,126,675,151,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.87,2.90,102,4,OFF,ON,0.0
1654,4.3,26.6,36,14.19,134,130,118,134,132,126,706,124,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.67,2.90,102,4,OFF,ON,0.0
1681,4.3,27.0,36,14.25,134,130,128,125,132,126,213,741,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.93,2.73,102,4,OFF,ON,0.0
1644,4.3,26.6,36,14.25,134,130,129,125,132,127,173,755,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.88,2.72,102,4,OFF,ON,0.0
1653,4.3,27.0,36,14.20,134,130,119,123,132,121,844,639,ON,OFF,ON,46,625,103.1,186.8,0,8336,53,12.2,ON,ON,ON,OFF,OFF,2,2.67,2.70,102,4,OFF,ON,0.0
1696,4.3,27.0,36,14.60,134,130,118,132,132,125,679,262,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.69,2.69,102,4,OFF,ON,0.0
1654,4.3,27.3,36,14.99,134,130,128,132,132,130,89,107,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.96,2.94,102,4,OFF,ON,0.0
1641,4.3,27.3,36,14.31,134,130,119,123,132,121,551,724,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.98,2.91,102,4,OFF,ON,0.0
1668,4.3,27.7,36,14.25,134,130,119,123,132,121,733,804,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.70,2.72,102,4,OFF,ON,0.0
1657,4.3,27.3,36,14.55,134,130,129,131,132,130,204,266,ON,OFF,ON,46,625,103.1,186.8,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.94,2.69,102,4,OFF,ON,0.0
1655,4.3,27.0,36,14.78,134,130,120,131,132,125,435,93,ON,OFF,ON,46,625,103.1,185.4,0,8336,53,12.3,ON,ON,ON,OFF,OFF,2,2.94,2.93,102,4,OFF,ON,0.0
1658,4.3,26.6,36,14.41,134,130,120,122,132,121,688,617,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.72,2.91,102,4,OFF,ON,0.0
1662,4.3,27.3,37,14.78,134,130,129,122,132,125,204,604,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,3.02,2.72,102,4,OFF,ON,0.0
1637,4.3,27.3,37,14.59,134,130,120,133,132,126,537,58,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.96,2.93,102,4,OFF,ON,0.0
1661,4.3,27.3,37,14.42,134,130,120,124,132,122,773,595,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.73,2.93,102,4,OFF,ON,0.0
1632,4.3,27.0,37,14.48,134,130,129,124,132,126,253,790,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.73,2.75,102,4,OFF,ON,0.0
1651,4.3,27.0,36,14.37,134,130,129,134,132,131,89,147,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.98,2.96,102,4,OFF,ON,0.0
1666,4.3,27.3,37,14.48,134,130,120,125,132,122,773,773,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.73,3.01,102,4,OFF,ON,0.0
1632,4.3,27.3,37,14.95,134,130,119,124,132,121,573,759,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.4,ON,ON,ON,OFF,OFF,2,2.76,2.79,102,4,OFF,ON,0.0
1671,4.3,27.0,37,14.72,134,130,129,133,132,131,258,231,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.98,2.73,102,4,OFF,ON,0.0
1670,4.3,27.3,37,14.30,134,130,130,134,132,132,413,151,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.99,2.98,102,4,OFF,ON,0.0
1632,4.3,28.1,37,14.88,134,130,120,124,132,122,808,839,ON,OFF,ON,46,625,103.1,185.4,0,8336,52,12.3,ON,ON,ON,OFF,OFF,2,2.79,2.78,102,4,OFF,ON,0.0
